dataset,program,size,gamma,c,performance
Water_bedrock,esaaf,226,0.01,1.0,0.7864271454318658
Water_bedrock,esaaf,226,0.1,1.0,0.42570287963533826
Water_bedrock,esaaf,226,9.18105031215571e-05,10.0,0.8385342875232369
Water_bedrock,esaaf,226,1e-07,10.0,0.7978800221724893
Water_bedrock,esaaf,226,1e-06,10.0,0.7985242141450929
Water_bedrock,esaaf,226,1e-05,10.0,0.7985242141450929
Water_bedrock,esaaf,226,0.0001,10.0,0.8425406536570929
Water_bedrock,esaaf,226,0.001,10.0,0.8598079094282404
Water_bedrock,esaaf,226,0.01,10.0,0.7699515927482704
Water_bedrock,esaaf,226,0.1,10.0,0.4832639668340782
Water_bedrock,esaaf,226,9.18105031215571e-05,100.0,0.8547753351146334
Water_bedrock,esaaf,226,1e-07,100.0,0.7985242141450929
Water_bedrock,esaaf,226,1e-06,100.0,0.7985242141450929
Water_bedrock,esaaf,226,1e-05,100.0,0.8470899231210914
Water_bedrock,esaaf,226,0.0001,100.0,0.8499408786636365
Water_bedrock,esaaf,226,0.001,100.0,0.8681164435014598
Water_bedrock,esaaf,226,0.01,100.0,0.7699515927482704
Water_bedrock,esaaf,226,0.1,100.0,0.4832639668340782
Water_bedrock,esaaf,226,9.18105031215571e-05,1000.0,0.8624726770271924
Water_bedrock,esaaf,226,1e-07,1000.0,0.7985242141450929
Water_bedrock,esaaf,226,1e-06,1000.0,0.8447691945827505
Water_bedrock,esaaf,226,1e-05,1000.0,0.8554052178293903
Water_bedrock,esaaf,226,0.0001,1000.0,0.8624726770271924
Water_bedrock,esaaf,226,0.001,1000.0,0.8681164435014598
Water_bedrock,esaaf,226,0.01,1000.0,0.7699515927482704
Water_bedrock,esaaf,226,0.1,1000.0,0.4832639668340782
Water_bedrock_Uncertainty,esaaf,216,0.00010735373054213633,0.001,0.7509001106112025
Water_bedrock_Uncertainty,esaaf,216,1e-07,0.001,0.7595250215095981
Water_bedrock_Uncertainty,esaaf,216,1e-06,0.001,0.7595250215095981
Water_bedrock_Uncertainty,esaaf,216,1e-05,0.001,0.7595250215095981
Water_bedrock_Uncertainty,esaaf,216,0.0001,0.001,0.7509001106112025
Water_bedrock_Uncertainty,esaaf,216,0.001,0.001,0.7467192844755595
Water_bedrock_Uncertainty,esaaf,216,0.01,0.001,0.5909234749623766
Water_bedrock_Uncertainty,esaaf,216,0.1,0.001,0.33629868310451105
Water_bedrock_Uncertainty,esaaf,216,0.00010735373054213633,0.01,0.7590663776964283
Water_bedrock_Uncertainty,esaaf,216,1e-07,0.01,0.7595250215095981
Water_bedrock_Uncertainty,esaaf,216,1e-06,0.01,0.7595250215095981
Water_bedrock_Uncertainty,esaaf,216,1e-05,0.01,0.7595250215095981
Water_bedrock_Uncertainty,esaaf,216,0.0001,0.01,0.7561885679429864
Water_bedrock_Uncertainty,esaaf,216,0.001,0.01,0.7462426118772868
Water_bedrock_Uncertainty,esaaf,216,0.01,0.01,0.5909234749623766
Water_bedrock_Uncertainty,esaaf,216,0.1,0.01,0.33629868310451105
Water_bedrock_Uncertainty,esaaf,216,0.00010735373054213633,0.1,0.7705505107691358
Water_bedrock_Uncertainty,esaaf,216,1e-07,0.1,0.7595250215095981
Water_bedrock_Uncertainty,esaaf,216,1e-06,0.1,0.7595250215095981
Water_bedrock_Uncertainty,esaaf,216,1e-05,0.1,0.7634179476499121
Water_bedrock_Uncertainty,esaaf,216,0.0001,0.1,0.7705505107691358
Water_bedrock_Uncertainty,esaaf,216,0.001,0.1,0.7462426118772868
Water_bedrock_Uncertainty,esaaf,216,0.01,0.1,0.6194596580287807
Water_bedrock_Uncertainty,esaaf,216,0.1,0.1,0.33629868310451105
Water_bedrock_Uncertainty,esaaf,216,0.00010735373054213633,1.0,0.7689149370405388
Water_bedrock_Uncertainty,esaaf,216,1e-07,1.0,0.7595250215095981
Water_bedrock_Uncertainty,esaaf,216,1e-06,1.0,0.7634179476499121
Water_bedrock_Uncertainty,esaaf,216,1e-05,1.0,0.7735448161862217
Water_bedrock_Uncertainty,esaaf,216,0.0001,1.0,0.7689149370405388
Water_bedrock_Uncertainty,esaaf,216,0.001,1.0,0.788879513423433
Water_bedrock_Uncertainty,esaaf,216,0.01,1.0,0.7490844300207217
Water_bedrock_Uncertainty,esaaf,216,0.1,1.0,0.44946579761467687
Water_bedrock_Uncertainty,esaaf,216,0.00010735373054213633,10.0,0.80409850447531
Water_bedrock_Uncertainty,esaaf,216,1e-07,10.0,0.7634179476499121
Water_bedrock_Uncertainty,esaaf,216,1e-06,10.0,0.7769182256356856
Water_bedrock_Uncertainty,esaaf,216,1e-05,10.0,0.7735448161862217
Water_bedrock_Uncertainty,esaaf,216,0.0001,10.0,0.80409850447531
Water_bedrock_Uncertainty,esaaf,216,0.001,10.0,0.8485434184020796
Water_bedrock_Uncertainty,esaaf,216,0.01,10.0,0.7786898579155442
Water_bedrock_Uncertainty,esaaf,216,0.1,10.0,0.45611401062279144
Water_bedrock_Uncertainty,esaaf,216,0.00010735373054213633,100.0,0.8544830170209791
Water_bedrock_Uncertainty,esaaf,216,1e-07,100.0,0.7769182256356856
Water_bedrock_Uncertainty,esaaf,216,1e-06,100.0,0.7735448161862217
Water_bedrock_Uncertainty,esaaf,216,1e-05,100.0,0.80409850447531
Water_bedrock_Uncertainty,esaaf,216,0.0001,100.0,0.8469043318788594
Water_bedrock_Uncertainty,esaaf,216,0.001,100.0,0.8605572090212592
Water_bedrock_Uncertainty,esaaf,216,0.01,100.0,0.7786898579155442
Water_bedrock_Uncertainty,esaaf,216,0.1,100.0,0.45611401062279144
Water_bedrock_Uncertainty,esaaf,216,0.00010735373054213633,1000.0,0.8351961843052556
Water_bedrock_Uncertainty,esaaf,216,1e-07,1000.0,0.7735448161862217
Water_bedrock_Uncertainty,esaaf,216,1e-06,1000.0,0.8018449202240933
Water_bedrock_Uncertainty,esaaf,216,1e-05,1000.0,0.8469043318788594
Water_bedrock_Uncertainty,esaaf,216,0.0001,1000.0,0.8351961843052556
Water_bedrock_Uncertainty,esaaf,216,0.001,1000.0,0.8605572090212592
Water_bedrock_Uncertainty,esaaf,216,0.01,1000.0,0.7786898579155442
Water_bedrock_Uncertainty,esaaf,216,0.1,1000.0,0.45611401062279144
Water_impact,esaaf,338,6.052536012589275e-05,0.001,0.5627786506886827
Water_impact,esaaf,338,1e-07,0.001,0.5584378953297046
Water_impact,esaaf,338,1e-06,0.001,0.5584378953297046
Water_impact,esaaf,338,1e-05,0.001,0.55742162475798
Water_impact,esaaf,338,0.0001,0.001,0.5546238979164783
Water_impact,esaaf,338,0.001,0.001,0.5522342088651203
Water_impact,esaaf,338,0.01,0.001,0.510864002709918
Water_impact,esaaf,338,0.1,0.001,0.16353517114587968
Water_impact,esaaf,338,6.052536012589275e-05,0.01,0.5627786506886827
Water_impact,esaaf,338,1e-07,0.01,0.5584378953297046
Water_impact,esaaf,338,1e-06,0.01,0.5584378953297046
Water_impact,esaaf,338,1e-05,0.01,0.55742162475798
Water_impact,esaaf,338,0.0001,0.01,0.5546238979164783
Water_impact,esaaf,338,0.001,0.01,0.5513803910979718
Water_impact,esaaf,338,0.01,0.01,0.510864002709918
Water_impact,esaaf,338,0.1,0.01,0.178520610517131
Water_impact,esaaf,338,6.052536012589275e-05,0.1,0.5538078115616076
Water_impact,esaaf,338,1e-07,0.1,0.5584378953297046
Water_impact,esaaf,338,1e-06,0.1,0.5584378953297046
Water_impact,esaaf,338,1e-05,0.1,0.55742162475798
Water_impact,esaaf,338,0.0001,0.1,0.5540473920975115
Water_impact,esaaf,338,0.001,0.1,0.5513803910979718
Water_impact,esaaf,338,0.01,0.1,0.510864002709918
Water_impact,esaaf,338,0.1,0.1,0.178520610517131
Water_impact,esaaf,338,6.052536012589275e-05,1.0,0.5534741128363982
Water_impact,esaaf,338,1e-07,1.0,0.5584378953297046
Water_impact,esaaf,338,1e-06,1.0,0.5584378953297046
Water_impact,esaaf,338,1e-05,1.0,0.5601841632375973
Water_impact,esaaf,338,0.0001,1.0,0.5557202277983767
Water_impact,esaaf,338,0.001,1.0,0.5694803960530257
Water_impact,esaaf,338,0.01,1.0,0.5417719963601466
Water_impact,esaaf,338,0.1,1.0,0.1921733268407308
Water_impact,esaaf,338,6.052536012589275e-05,10.0,0.5611668465570222
Water_impact,esaaf,338,1e-07,10.0,0.5584378953297046
Water_impact,esaaf,338,1e-06,10.0,0.5585183881382259
Water_impact,esaaf,338,1e-05,10.0,0.5601841632375973
Water_impact,esaaf,338,0.0001,10.0,0.5829170936306982
Water_impact,esaaf,338,0.001,10.0,0.6092984745698673
Water_impact,esaaf,338,0.01,10.0,0.5445716572521065
Water_impact,esaaf,338,0.1,10.0,0.1970058552355587
Water_impact,esaaf,338,6.052536012589275e-05,100.0,0.6090156603192571
Water_impact,esaaf,338,1e-07,100.0,0.5585183881382259
Water_impact,esaaf,338,1e-06,100.0,0.5601841632375973
Water_impact,esaaf,338,1e-05,100.0,0.5702099748253523
Water_impact,esaaf,338,0.0001,100.0,0.598069202977094
Water_impact,esaaf,338,0.001,100.0,0.6153335824985915
Water_impact,esaaf,338,0.01,100.0,0.5445716572521065
Water_impact,esaaf,338,0.1,100.0,0.1970058552355587
Water_impact,esaaf,338,6.052536012589275e-05,1000.0,0.6124670544161782
Water_impact,esaaf,338,1e-07,1000.0,0.5601841632375973
Water_impact,esaaf,338,1e-06,1000.0,0.5702099748253523
Water_impact,esaaf,338,1e-05,1000.0,0.6024283156337763
Water_impact,esaaf,338,0.0001,1000.0,0.6124670544161782
Water_impact,esaaf,338,0.001,1000.0,0.6153335824985915
Water_impact,esaaf,338,0.01,1000.0,0.5445716572521065
Water_impact,esaaf,338,0.1,1000.0,0.1970058552355587
Water_impact_Uncertainty,esaaf,333,6.423020104052926e-05,0.001,0.6519231192474048
Water_impact_Uncertainty,esaaf,333,1e-07,0.001,0.6555915264205884
Water_impact_Uncertainty,esaaf,333,1e-06,0.001,0.6555915264205884
Water_impact_Uncertainty,esaaf,333,1e-05,0.001,0.6555915264205884
Water_impact_Uncertainty,esaaf,333,0.0001,0.001,0.6559789220520523
Water_impact_Uncertainty,esaaf,333,0.001,0.001,0.6644939310422567
Water_impact_Uncertainty,esaaf,333,0.01,0.001,0.5391022610298707
Water_impact_Uncertainty,esaaf,333,0.1,0.001,0.2694122846734354
Water_impact_Uncertainty,esaaf,333,6.423020104052926e-05,0.01,0.6675562427281175
Water_impact_Uncertainty,esaaf,333,1e-07,0.01,0.6555915264205884
Water_impact_Uncertainty,esaaf,333,1e-06,0.01,0.6555915264205884
Water_impact_Uncertainty,esaaf,333,1e-05,0.01,0.6555915264205884
Water_impact_Uncertainty,esaaf,333,0.0001,0.01,0.6691280202064012
Water_impact_Uncertainty,esaaf,333,0.001,0.01,0.6642504880904443
Water_impact_Uncertainty,esaaf,333,0.01,0.01,0.5391022610298707
Water_impact_Uncertainty,esaaf,333,0.1,0.01,0.2694122846734354
Water_impact_Uncertainty,esaaf,333,6.423020104052926e-05,0.1,0.6720466070635485
Water_impact_Uncertainty,esaaf,333,1e-07,0.1,0.6555915264205884
Water_impact_Uncertainty,esaaf,333,1e-06,0.1,0.6555915264205884
Water_impact_Uncertainty,esaaf,333,1e-05,0.1,0.6763048830798735
Water_impact_Uncertainty,esaaf,333,0.0001,0.1,0.6668021323787076
Water_impact_Uncertainty,esaaf,333,0.001,0.1,0.6642504880904443
Water_impact_Uncertainty,esaaf,333,0.01,0.1,0.5533596676047742
Water_impact_Uncertainty,esaaf,333,0.1,0.1,0.2694122846734354
Water_impact_Uncertainty,esaaf,333,6.423020104052926e-05,1.0,0.6732028435845006
Water_impact_Uncertainty,esaaf,333,1e-07,1.0,0.6555915264205884
Water_impact_Uncertainty,esaaf,333,1e-06,1.0,0.6763048830798735
Water_impact_Uncertainty,esaaf,333,1e-05,1.0,0.6767153075956162
Water_impact_Uncertainty,esaaf,333,0.0001,1.0,0.675788899709692
Water_impact_Uncertainty,esaaf,333,0.001,1.0,0.7501436280753809
Water_impact_Uncertainty,esaaf,333,0.01,1.0,0.6882556985329462
Water_impact_Uncertainty,esaaf,333,0.1,1.0,0.260759107341824
Water_impact_Uncertainty,esaaf,333,6.423020104052926e-05,10.0,0.741678412086506
Water_impact_Uncertainty,esaaf,333,1e-07,10.0,0.6763048830798735
Water_impact_Uncertainty,esaaf,333,1e-06,10.0,0.6760360062191303
Water_impact_Uncertainty,esaaf,333,1e-05,10.0,0.6769392042738482
Water_impact_Uncertainty,esaaf,333,0.0001,10.0,0.7649243243831048
Water_impact_Uncertainty,esaaf,333,0.001,10.0,0.8108738827300268
Water_impact_Uncertainty,esaaf,333,0.01,10.0,0.7032440117722298
Water_impact_Uncertainty,esaaf,333,0.1,10.0,0.2866731799555949
Water_impact_Uncertainty,esaaf,333,6.423020104052926e-05,100.0,0.7943834610444666
Water_impact_Uncertainty,esaaf,333,1e-07,100.0,0.6760360062191303
Water_impact_Uncertainty,esaaf,333,1e-06,100.0,0.6762599028973625
Water_impact_Uncertainty,esaaf,333,1e-05,100.0,0.7675686925935108
Water_impact_Uncertainty,esaaf,333,0.0001,100.0,0.8117767902346448
Water_impact_Uncertainty,esaaf,333,0.001,100.0,0.7992454426860052
Water_impact_Uncertainty,esaaf,333,0.01,100.0,0.7032440117722298
Water_impact_Uncertainty,esaaf,333,0.1,100.0,0.2866731799555949
Water_impact_Uncertainty,esaaf,333,6.423020104052926e-05,1000.0,0.7893903233653151
Water_impact_Uncertainty,esaaf,333,1e-07,1000.0,0.6762599028973625
Water_impact_Uncertainty,esaaf,333,1e-06,1000.0,0.7675686925935108
Water_impact_Uncertainty,esaaf,333,1e-05,1000.0,0.8066578983210457
Water_impact_Uncertainty,esaaf,333,0.0001,1000.0,0.7929605970432861
Water_impact_Uncertainty,esaaf,333,0.001,1000.0,0.7992454426860052
Water_impact_Uncertainty,esaaf,333,0.01,1000.0,0.7032440117722298
Water_impact_Uncertainty,esaaf,333,0.1,1000.0,0.2866731799555949
WaterPrePost_cityR,esaaf,1434,2.4149922720247295e-05,0.001,0.6606807149250631
WaterPrePost_cityR,esaaf,1434,1e-07,0.001,0.6626267168362379
WaterPrePost_cityR,esaaf,1434,1e-06,0.001,0.6626267168362379
WaterPrePost_cityR,esaaf,1434,1e-05,0.001,0.6620819053672168
WaterPrePost_cityR,esaaf,1434,0.0001,0.001,0.6561395146324183
WaterPrePost_cityR,esaaf,1434,0.001,0.001,0.6345602751830328
WaterPrePost_cityR,esaaf,1434,0.01,0.001,0.47543622921702894
WaterPrePost_cityR,esaaf,1434,0.1,0.001,0.11478511406774065
WaterPrePost_cityR,esaaf,1434,2.4149922720247295e-05,0.01,0.6606807149250631
WaterPrePost_cityR,esaaf,1434,1e-07,0.01,0.6626267168362379
WaterPrePost_cityR,esaaf,1434,1e-06,0.01,0.6626267168362379
WaterPrePost_cityR,esaaf,1434,1e-05,0.01,0.6620819053672168
WaterPrePost_cityR,esaaf,1434,0.0001,0.01,0.6561395146324183
WaterPrePost_cityR,esaaf,1434,0.001,0.01,0.6356162113144759
WaterPrePost_cityR,esaaf,1434,0.01,0.01,0.47507434425370104
WaterPrePost_cityR,esaaf,1434,0.1,0.01,0.1146036593592256
WaterPrePost_cityR,esaaf,1434,2.4149922720247295e-05,0.1,0.6606807149250631
WaterPrePost_cityR,esaaf,1434,1e-07,0.1,0.6626267168362379
WaterPrePost_cityR,esaaf,1434,1e-06,0.1,0.6626267168362379
WaterPrePost_cityR,esaaf,1434,1e-05,0.1,0.6620819053672168
WaterPrePost_cityR,esaaf,1434,0.0001,0.1,0.6568394312556716
WaterPrePost_cityR,esaaf,1434,0.001,0.1,0.6635397604458857
WaterPrePost_cityR,esaaf,1434,0.01,0.1,0.5587764191888763
WaterPrePost_cityR,esaaf,1434,0.1,0.1,0.12843939278791164
WaterPrePost_cityR,esaaf,1434,2.4149922720247295e-05,1.0,0.675917463750142
WaterPrePost_cityR,esaaf,1434,1e-07,1.0,0.6626267168362379
WaterPrePost_cityR,esaaf,1434,1e-06,1.0,0.6626267168362379
WaterPrePost_cityR,esaaf,1434,1e-05,1.0,0.6610484254167184
WaterPrePost_cityR,esaaf,1434,0.0001,1.0,0.6847225791168065
WaterPrePost_cityR,esaaf,1434,0.001,1.0,0.7360063523710556
WaterPrePost_cityR,esaaf,1434,0.01,1.0,0.6288445561243156
WaterPrePost_cityR,esaaf,1434,0.1,1.0,0.1399634711988932
WaterPrePost_cityR,esaaf,1434,2.4149922720247295e-05,10.0,0.7057849419080775
WaterPrePost_cityR,esaaf,1434,1e-07,10.0,0.6626267168362379
WaterPrePost_cityR,esaaf,1434,1e-06,10.0,0.6614005469214636
WaterPrePost_cityR,esaaf,1434,1e-05,10.0,0.6874460391389778
WaterPrePost_cityR,esaaf,1434,0.0001,10.0,0.7393134271041994
WaterPrePost_cityR,esaaf,1434,0.001,10.0,0.7698441882028131
WaterPrePost_cityR,esaaf,1434,0.01,10.0,0.6218886010450806
WaterPrePost_cityR,esaaf,1434,0.1,10.0,0.13156951034033304
WaterPrePost_cityR,esaaf,1434,2.4149922720247295e-05,100.0,0.7583427106956622
WaterPrePost_cityR,esaaf,1434,1e-07,100.0,0.6614005469214636
WaterPrePost_cityR,esaaf,1434,1e-06,100.0,0.68762742582152
WaterPrePost_cityR,esaaf,1434,1e-05,100.0,0.7395550798841923
WaterPrePost_cityR,esaaf,1434,0.0001,100.0,0.7607040629917555
WaterPrePost_cityR,esaaf,1434,0.001,100.0,0.7645489069745982
WaterPrePost_cityR,esaaf,1434,0.01,100.0,0.6218886010450806
WaterPrePost_cityR,esaaf,1434,0.1,100.0,0.13156951034033304
WaterPrePost_cityR,esaaf,1434,2.4149922720247295e-05,1000.0,0.7536225881647929
WaterPrePost_cityR,esaaf,1434,1e-07,1000.0,0.68762742582152
WaterPrePost_cityR,esaaf,1434,1e-06,1000.0,0.7395697232096069
WaterPrePost_cityR,esaaf,1434,1e-05,1000.0,0.7583080643622101
WaterPrePost_cityR,esaaf,1434,0.0001,1000.0,0.7580224995806186
WaterPrePost_cityR,esaaf,1434,0.001,1000.0,0.7645489069745982
WaterPrePost_cityR,esaaf,1434,0.01,1000.0,0.6218886010450806
WaterPrePost_cityR,esaaf,1434,0.1,1000.0,0.13156951034033304
WaterPrePost_cityX,esaaf,1506,2.1981403732442353e-05,0.001,0.6219294335769281
WaterPrePost_cityX,esaaf,1506,1e-07,0.001,0.6200390916121707
WaterPrePost_cityX,esaaf,1506,1e-06,0.001,0.6200390916121707
WaterPrePost_cityX,esaaf,1506,1e-05,0.001,0.6200390916121707
WaterPrePost_cityX,esaaf,1506,0.0001,0.001,0.6199837303077544
WaterPrePost_cityX,esaaf,1506,0.001,0.001,0.6199299223154082
WaterPrePost_cityX,esaaf,1506,0.01,0.001,0.5443800030990248
WaterPrePost_cityX,esaaf,1506,0.1,0.001,0.30666726654149634
WaterPrePost_cityX,esaaf,1506,2.1981403732442353e-05,0.01,0.6219294335769281
WaterPrePost_cityX,esaaf,1506,1e-07,0.01,0.6200390916121707
WaterPrePost_cityX,esaaf,1506,1e-06,0.01,0.6200390916121707
WaterPrePost_cityX,esaaf,1506,1e-05,0.01,0.6200390916121707
WaterPrePost_cityX,esaaf,1506,0.0001,0.01,0.6199837303077544
WaterPrePost_cityX,esaaf,1506,0.001,0.01,0.6199299223154082
WaterPrePost_cityX,esaaf,1506,0.01,0.01,0.5449272727694544
WaterPrePost_cityX,esaaf,1506,0.1,0.01,0.30666726654149634
WaterPrePost_cityX,esaaf,1506,2.1981403732442353e-05,0.1,0.6231403323720555
WaterPrePost_cityX,esaaf,1506,1e-07,0.1,0.6200390916121707
WaterPrePost_cityX,esaaf,1506,1e-06,0.1,0.6200390916121707
WaterPrePost_cityX,esaaf,1506,1e-05,0.1,0.6200390916121707
WaterPrePost_cityX,esaaf,1506,0.0001,0.1,0.6220796444523573
WaterPrePost_cityX,esaaf,1506,0.001,0.1,0.6499484425796884
WaterPrePost_cityX,esaaf,1506,0.01,0.1,0.5668194296309077
WaterPrePost_cityX,esaaf,1506,0.1,0.1,0.30321647621221226
WaterPrePost_cityX,esaaf,1506,2.1981403732442353e-05,1.0,0.628354539984913
WaterPrePost_cityX,esaaf,1506,1e-07,1.0,0.6200390916121707
WaterPrePost_cityX,esaaf,1506,1e-06,1.0,0.6200390916121707
WaterPrePost_cityX,esaaf,1506,1e-05,1.0,0.6200328681138566
WaterPrePost_cityX,esaaf,1506,0.0001,1.0,0.6570800947840562
WaterPrePost_cityX,esaaf,1506,0.001,1.0,0.7059512842820395
WaterPrePost_cityX,esaaf,1506,0.01,1.0,0.5972480496076493
WaterPrePost_cityX,esaaf,1506,0.1,1.0,0.31063719688568575
WaterPrePost_cityX,esaaf,1506,2.1981403732442353e-05,10.0,0.6926038488502583
WaterPrePost_cityX,esaaf,1506,1e-07,10.0,0.6200390916121707
WaterPrePost_cityX,esaaf,1506,1e-06,10.0,0.6194812455284784
WaterPrePost_cityX,esaaf,1506,1e-05,10.0,0.6551858271872207
WaterPrePost_cityX,esaaf,1506,0.0001,10.0,0.7120435067461622
WaterPrePost_cityX,esaaf,1506,0.001,10.0,0.6863703194212147
WaterPrePost_cityX,esaaf,1506,0.01,10.0,0.5875534535238227
WaterPrePost_cityX,esaaf,1506,0.1,10.0,0.31245777719972817
WaterPrePost_cityX,esaaf,1506,2.1981403732442353e-05,100.0,0.698704580858722
WaterPrePost_cityX,esaaf,1506,1e-07,100.0,0.6199767818373225
WaterPrePost_cityX,esaaf,1506,1e-06,100.0,0.65478830586898
WaterPrePost_cityX,esaaf,1506,1e-05,100.0,0.7088019117798282
WaterPrePost_cityX,esaaf,1506,0.0001,100.0,0.6766728292506721
WaterPrePost_cityX,esaaf,1506,0.001,100.0,0.6605830578180985
WaterPrePost_cityX,esaaf,1506,0.01,100.0,0.5876738738518106
WaterPrePost_cityX,esaaf,1506,0.1,100.0,0.31245777719972817
WaterPrePost_cityX,esaaf,1506,2.1981403732442353e-05,1000.0,0.6544683990359108
WaterPrePost_cityX,esaaf,1506,1e-07,1000.0,0.655432096271248
WaterPrePost_cityX,esaaf,1506,1e-06,1000.0,0.7082668343091055
WaterPrePost_cityX,esaaf,1506,1e-05,1000.0,0.6708145661762194
WaterPrePost_cityX,esaaf,1506,0.0001,1000.0,0.639600902596712
WaterPrePost_cityX,esaaf,1506,0.001,1000.0,0.6588941830116721
WaterPrePost_cityX,esaaf,1506,0.01,1000.0,0.5876738738518106
WaterPrePost_cityX,esaaf,1506,0.1,1000.0,0.31245777719972817
WaterPrePost_groundR,esaaf,1426,2.5522574717337486e-05,0.001,0.660437762979657
WaterPrePost_groundR,esaaf,1426,1e-07,0.001,0.6607887402558478
WaterPrePost_groundR,esaaf,1426,1e-06,0.001,0.6607887402558478
WaterPrePost_groundR,esaaf,1426,1e-05,0.001,0.6591609197494175
WaterPrePost_groundR,esaaf,1426,0.0001,0.001,0.6577547109419613
WaterPrePost_groundR,esaaf,1426,0.001,0.001,0.6206279692080051
WaterPrePost_groundR,esaaf,1426,0.01,0.001,0.47670435270150546
WaterPrePost_groundR,esaaf,1426,0.1,0.001,0.23034378269024125
WaterPrePost_groundR,esaaf,1426,2.5522574717337486e-05,0.01,0.660437762979657
WaterPrePost_groundR,esaaf,1426,1e-07,0.01,0.6607887402558478
WaterPrePost_groundR,esaaf,1426,1e-06,0.01,0.6607887402558478
WaterPrePost_groundR,esaaf,1426,1e-05,0.01,0.6591609197494175
WaterPrePost_groundR,esaaf,1426,0.0001,0.01,0.6577547109419613
WaterPrePost_groundR,esaaf,1426,0.001,0.01,0.6210870262256065
WaterPrePost_groundR,esaaf,1426,0.01,0.01,0.47908589265876916
WaterPrePost_groundR,esaaf,1426,0.1,0.01,0.23034378269024125
WaterPrePost_groundR,esaaf,1426,2.5522574717337486e-05,0.1,0.6593517508254741
WaterPrePost_groundR,esaaf,1426,1e-07,0.1,0.6607887402558478
WaterPrePost_groundR,esaaf,1426,1e-06,0.1,0.6607887402558478
WaterPrePost_groundR,esaaf,1426,1e-05,0.1,0.6591609197494175
WaterPrePost_groundR,esaaf,1426,0.0001,0.1,0.657633296492219
WaterPrePost_groundR,esaaf,1426,0.001,0.1,0.6660104737716216
WaterPrePost_groundR,esaaf,1426,0.01,0.1,0.6377294538910594
WaterPrePost_groundR,esaaf,1426,0.1,0.1,0.23775394051510879
WaterPrePost_groundR,esaaf,1426,2.5522574717337486e-05,1.0,0.6752616250217681
WaterPrePost_groundR,esaaf,1426,1e-07,1.0,0.6607887402558478
WaterPrePost_groundR,esaaf,1426,1e-06,1.0,0.6607887402558478
WaterPrePost_groundR,esaaf,1426,1e-05,1.0,0.6601296231830035
WaterPrePost_groundR,esaaf,1426,0.0001,1.0,0.672763897623002
WaterPrePost_groundR,esaaf,1426,0.001,1.0,0.7411724686412788
WaterPrePost_groundR,esaaf,1426,0.01,1.0,0.670325549101093
WaterPrePost_groundR,esaaf,1426,0.1,1.0,0.2091358543175186
WaterPrePost_groundR,esaaf,1426,2.5522574717337486e-05,10.0,0.6952964470487816
WaterPrePost_groundR,esaaf,1426,1e-07,10.0,0.6607887402558478
WaterPrePost_groundR,esaaf,1426,1e-06,10.0,0.66116300420189
WaterPrePost_groundR,esaaf,1426,1e-05,10.0,0.6737764820615674
WaterPrePost_groundR,esaaf,1426,0.0001,10.0,0.730064629951274
WaterPrePost_groundR,esaaf,1426,0.001,10.0,0.7453497019694652
WaterPrePost_groundR,esaaf,1426,0.01,10.0,0.6711698350780763
WaterPrePost_groundR,esaaf,1426,0.1,10.0,0.20249810371379223
WaterPrePost_groundR,esaaf,1426,2.5522574717337486e-05,100.0,0.7346938885437612
WaterPrePost_groundR,esaaf,1426,1e-07,100.0,0.6607258652137677
WaterPrePost_groundR,esaaf,1426,1e-06,100.0,0.6745898702159348
WaterPrePost_groundR,esaaf,1426,1e-05,100.0,0.7282460057472969
WaterPrePost_groundR,esaaf,1426,0.0001,100.0,0.7251195540112935
WaterPrePost_groundR,esaaf,1426,0.001,100.0,0.7341777445154242
WaterPrePost_groundR,esaaf,1426,0.01,100.0,0.6727519236019542
WaterPrePost_groundR,esaaf,1426,0.1,100.0,0.20249810371379223
WaterPrePost_groundR,esaaf,1426,2.5522574717337486e-05,1000.0,0.7131888993524678
WaterPrePost_groundR,esaaf,1426,1e-07,1000.0,0.6748215432715682
WaterPrePost_groundR,esaaf,1426,1e-06,1000.0,0.7280974257058571
WaterPrePost_groundR,esaaf,1426,1e-05,1000.0,0.7258346074660011
WaterPrePost_groundR,esaaf,1426,0.0001,1000.0,0.717682169060163
WaterPrePost_groundR,esaaf,1426,0.001,1000.0,0.7337859515552069
WaterPrePost_groundR,esaaf,1426,0.01,1000.0,0.6727519236019542
WaterPrePost_groundR,esaaf,1426,0.1,1000.0,0.20249810371379223
WaterPrePost_groundX,esaaf,1501,2.384813507583707e-05,0.001,0.6175621007299428
WaterPrePost_groundX,esaaf,1501,1e-07,0.001,0.6161063983662439
WaterPrePost_groundX,esaaf,1501,1e-06,0.001,0.6154236090183256
WaterPrePost_groundX,esaaf,1501,1e-05,0.001,0.6154333991173624
WaterPrePost_groundX,esaaf,1501,0.0001,0.001,0.6325653865056677
WaterPrePost_groundX,esaaf,1501,0.001,0.001,0.5990683482936756
WaterPrePost_groundX,esaaf,1501,0.01,0.001,0.4467125101251884
WaterPrePost_groundX,esaaf,1501,0.1,0.001,0.23262368454260896
WaterPrePost_groundX,esaaf,1501,2.384813507583707e-05,0.01,0.6378974889824109
WaterPrePost_groundX,esaaf,1501,1e-07,0.01,0.6161063983662439
WaterPrePost_groundX,esaaf,1501,1e-06,0.01,0.6154236090183256
WaterPrePost_groundX,esaaf,1501,1e-05,0.01,0.6327137666672541
