dataset,program,size,gamma,c,performance
WaterPrePost_groundX,esaaf,1501,0.0001,0.01,0.6331997770495686
WaterPrePost_groundX,esaaf,1501,0.001,0.01,0.5990683482936756
WaterPrePost_groundX,esaaf,1501,0.01,0.01,0.4472878188345932
WaterPrePost_groundX,esaaf,1501,0.1,0.01,0.23782585840661397
WaterPrePost_groundX,esaaf,1501,2.384813507583707e-05,0.1,0.6388808247422609
WaterPrePost_groundX,esaaf,1501,1e-07,0.1,0.6154236090183256
WaterPrePost_groundX,esaaf,1501,1e-06,0.1,0.6319345998477897
WaterPrePost_groundX,esaaf,1501,1e-05,0.1,0.6372158319120271
WaterPrePost_groundX,esaaf,1501,0.0001,0.1,0.6336131793616688
WaterPrePost_groundX,esaaf,1501,0.001,0.1,0.6316938736885572
WaterPrePost_groundX,esaaf,1501,0.01,0.1,0.46019085960253847
WaterPrePost_groundX,esaaf,1501,0.1,0.1,0.24174453481196304
WaterPrePost_groundX,esaaf,1501,2.384813507583707e-05,1.0,0.6396371928183221
WaterPrePost_groundX,esaaf,1501,1e-07,1.0,0.6325251230421649
WaterPrePost_groundX,esaaf,1501,1e-06,1.0,0.6373445177964943
WaterPrePost_groundX,esaaf,1501,1e-05,1.0,0.6379068014964647
WaterPrePost_groundX,esaaf,1501,0.0001,1.0,0.6511490262723357
WaterPrePost_groundX,esaaf,1501,0.001,1.0,0.6774250548034514
WaterPrePost_groundX,esaaf,1501,0.01,1.0,0.48808967977812295
WaterPrePost_groundX,esaaf,1501,0.1,1.0,0.26190552723262633
WaterPrePost_groundX,esaaf,1501,2.384813507583707e-05,10.0,0.6670085763369961
WaterPrePost_groundX,esaaf,1501,1e-07,10.0,0.6382686259864913
WaterPrePost_groundX,esaaf,1501,1e-06,10.0,0.6373445177964943
WaterPrePost_groundX,esaaf,1501,1e-05,10.0,0.6522680209555687
WaterPrePost_groundX,esaaf,1501,0.0001,10.0,0.6803893912706342
WaterPrePost_groundX,esaaf,1501,0.001,10.0,0.6224920940342805
WaterPrePost_groundX,esaaf,1501,0.01,10.0,0.477161300298632
WaterPrePost_groundX,esaaf,1501,0.1,10.0,0.25882215638936495
WaterPrePost_groundX,esaaf,1501,2.384813507583707e-05,100.0,0.6632891390841915
WaterPrePost_groundX,esaaf,1501,1e-07,100.0,0.6373445177964943
WaterPrePost_groundX,esaaf,1501,1e-06,100.0,0.6511220229359986
WaterPrePost_groundX,esaaf,1501,1e-05,100.0,0.6778349615121412
WaterPrePost_groundX,esaaf,1501,0.0001,100.0,0.615616638649762
WaterPrePost_groundX,esaaf,1501,0.001,100.0,0.601365946442463
WaterPrePost_groundX,esaaf,1501,0.01,100.0,0.47389611706702006
WaterPrePost_groundX,esaaf,1501,0.1,100.0,0.25882215638936495
WaterPrePost_groundX,esaaf,1501,2.384813507583707e-05,1000.0,0.5894973028205232
WaterPrePost_groundX,esaaf,1501,1e-07,1000.0,0.6511220229359986
WaterPrePost_groundX,esaaf,1501,1e-06,1000.0,0.6764252981491461
WaterPrePost_groundX,esaaf,1501,1e-05,1000.0,0.6122659509903018
WaterPrePost_groundX,esaaf,1501,0.0001,1000.0,0.5796444203262932
WaterPrePost_groundX,esaaf,1501,0.001,1000.0,0.6007673764068414
WaterPrePost_groundX,esaaf,1501,0.01,1000.0,0.47389611706702006
WaterPrePost_groundX,esaaf,1501,0.1,1000.0,0.25882215638936495
WaterPrePost_sedimentR,esaaf,1434,2.602066040436106e-05,0.001,0.6933310055123992
WaterPrePost_sedimentR,esaaf,1434,1e-07,0.001,0.6952900714421045
WaterPrePost_sedimentR,esaaf,1434,1e-06,0.001,0.6952900714421045
WaterPrePost_sedimentR,esaaf,1434,1e-05,0.001,0.6950627434353579
WaterPrePost_sedimentR,esaaf,1434,0.0001,0.001,0.6878473236127483
WaterPrePost_sedimentR,esaaf,1434,0.001,0.001,0.6404541217846331
WaterPrePost_sedimentR,esaaf,1434,0.01,0.001,0.5023921088357926
WaterPrePost_sedimentR,esaaf,1434,0.1,0.001,0.18581152870620232
WaterPrePost_sedimentR,esaaf,1434,2.602066040436106e-05,0.01,0.6933310055123992
WaterPrePost_sedimentR,esaaf,1434,1e-07,0.01,0.6952900714421045
WaterPrePost_sedimentR,esaaf,1434,1e-06,0.01,0.6952900714421045
WaterPrePost_sedimentR,esaaf,1434,1e-05,0.01,0.6950627434353579
WaterPrePost_sedimentR,esaaf,1434,0.0001,0.01,0.6874468204704229
WaterPrePost_sedimentR,esaaf,1434,0.001,0.01,0.6408992066666515
WaterPrePost_sedimentR,esaaf,1434,0.01,0.01,0.5078495618437752
WaterPrePost_sedimentR,esaaf,1434,0.1,0.01,0.18673056179272288
WaterPrePost_sedimentR,esaaf,1434,2.602066040436106e-05,0.1,0.694045506698485
WaterPrePost_sedimentR,esaaf,1434,1e-07,0.1,0.6952900714421045
WaterPrePost_sedimentR,esaaf,1434,1e-06,0.1,0.6952900714421045
WaterPrePost_sedimentR,esaaf,1434,1e-05,0.1,0.6950627434353579
WaterPrePost_sedimentR,esaaf,1434,0.0001,0.1,0.6933367989804159
WaterPrePost_sedimentR,esaaf,1434,0.001,0.1,0.6940855692793356
WaterPrePost_sedimentR,esaaf,1434,0.01,0.1,0.6439406042681123
WaterPrePost_sedimentR,esaaf,1434,0.1,0.1,0.2157364489474913
WaterPrePost_sedimentR,esaaf,1434,2.602066040436106e-05,1.0,0.7142677048506937
WaterPrePost_sedimentR,esaaf,1434,1e-07,1.0,0.6952900714421045
WaterPrePost_sedimentR,esaaf,1434,1e-06,1.0,0.6952900714421045
WaterPrePost_sedimentR,esaaf,1434,1e-05,1.0,0.6966585077479137
WaterPrePost_sedimentR,esaaf,1434,0.0001,1.0,0.7263100914119753
WaterPrePost_sedimentR,esaaf,1434,0.001,1.0,0.7933845030904635
WaterPrePost_sedimentR,esaaf,1434,0.01,1.0,0.7079584603559268
WaterPrePost_sedimentR,esaaf,1434,0.1,1.0,0.20851537638493495
WaterPrePost_sedimentR,esaaf,1434,2.602066040436106e-05,10.0,0.7522025009542381
WaterPrePost_sedimentR,esaaf,1434,1e-07,10.0,0.6952900714421045
WaterPrePost_sedimentR,esaaf,1434,1e-06,10.0,0.6973192325099372
WaterPrePost_sedimentR,esaaf,1434,1e-05,10.0,0.7284598432401977
WaterPrePost_sedimentR,esaaf,1434,0.0001,10.0,0.7874142287837381
WaterPrePost_sedimentR,esaaf,1434,0.001,10.0,0.805586208263277
WaterPrePost_sedimentR,esaaf,1434,0.01,10.0,0.7074263174383754
WaterPrePost_sedimentR,esaaf,1434,0.1,10.0,0.20678086331442433
WaterPrePost_sedimentR,esaaf,1434,2.602066040436106e-05,100.0,0.7992856868854062
WaterPrePost_sedimentR,esaaf,1434,1e-07,100.0,0.6971142544863157
WaterPrePost_sedimentR,esaaf,1434,1e-06,100.0,0.7284402782856761
WaterPrePost_sedimentR,esaaf,1434,1e-05,100.0,0.787381451867787
WaterPrePost_sedimentR,esaaf,1434,0.0001,100.0,0.794091659153781
WaterPrePost_sedimentR,esaaf,1434,0.001,100.0,0.8110334332381351
WaterPrePost_sedimentR,esaaf,1434,0.01,100.0,0.7074263174383754
WaterPrePost_sedimentR,esaaf,1434,0.1,100.0,0.20678086331442433
WaterPrePost_sedimentR,esaaf,1434,2.602066040436106e-05,1000.0,0.7975201736717723
WaterPrePost_sedimentR,esaaf,1434,1e-07,1000.0,0.7284402782856761
WaterPrePost_sedimentR,esaaf,1434,1e-06,1000.0,0.787381451867787
WaterPrePost_sedimentR,esaaf,1434,1e-05,1000.0,0.7943101883351087
WaterPrePost_sedimentR,esaaf,1434,0.0001,1000.0,0.7925707813092768
WaterPrePost_sedimentR,esaaf,1434,0.001,1000.0,0.8105769343306396
WaterPrePost_sedimentR,esaaf,1434,0.01,1000.0,0.7074263174383754
WaterPrePost_sedimentR,esaaf,1434,0.1,1000.0,0.20678086331442433
WaterPrePost_sedimentX,esaaf,1491,2.5889967637540453e-05,0.001,0.7187987519241509
WaterPrePost_sedimentX,esaaf,1491,1e-07,0.001,0.7201001281261483
WaterPrePost_sedimentX,esaaf,1491,1e-06,0.001,0.7201001281261483
WaterPrePost_sedimentX,esaaf,1491,1e-05,0.001,0.7192769347976191
WaterPrePost_sedimentX,esaaf,1491,0.0001,0.001,0.7193861254253677
WaterPrePost_sedimentX,esaaf,1491,0.001,0.001,0.7006880105879589
WaterPrePost_sedimentX,esaaf,1491,0.01,0.001,0.5389777807144637
WaterPrePost_sedimentX,esaaf,1491,0.1,0.001,0.31696918997964657
WaterPrePost_sedimentX,esaaf,1491,2.5889967637540453e-05,0.01,0.7187987519241509
WaterPrePost_sedimentX,esaaf,1491,1e-07,0.01,0.7201001281261483
WaterPrePost_sedimentX,esaaf,1491,1e-06,0.01,0.7201001281261483
WaterPrePost_sedimentX,esaaf,1491,1e-05,0.01,0.7192769347976191
WaterPrePost_sedimentX,esaaf,1491,0.0001,0.01,0.7193861254253677
WaterPrePost_sedimentX,esaaf,1491,0.001,0.01,0.7005595906026614
WaterPrePost_sedimentX,esaaf,1491,0.01,0.01,0.5389735230968146
WaterPrePost_sedimentX,esaaf,1491,0.1,0.01,0.31696918997964657
WaterPrePost_sedimentX,esaaf,1491,2.5889967637540453e-05,0.1,0.7189400747018755
WaterPrePost_sedimentX,esaaf,1491,1e-07,0.1,0.7201001281261483
WaterPrePost_sedimentX,esaaf,1491,1e-06,0.1,0.7201001281261483
WaterPrePost_sedimentX,esaaf,1491,1e-05,0.1,0.7192769347976191
WaterPrePost_sedimentX,esaaf,1491,0.0001,0.1,0.7193962191853923
WaterPrePost_sedimentX,esaaf,1491,0.001,0.1,0.7265538273594687
WaterPrePost_sedimentX,esaaf,1491,0.01,0.1,0.5723185795422272
WaterPrePost_sedimentX,esaaf,1491,0.1,0.1,0.31697657439138827
WaterPrePost_sedimentX,esaaf,1491,2.5889967637540453e-05,1.0,0.7224575760838425
WaterPrePost_sedimentX,esaaf,1491,1e-07,1.0,0.7201001281261483
WaterPrePost_sedimentX,esaaf,1491,1e-06,1.0,0.7201001281261483
WaterPrePost_sedimentX,esaaf,1491,1e-05,1.0,0.7192769347976191
WaterPrePost_sedimentX,esaaf,1491,0.0001,1.0,0.7404621361079745
WaterPrePost_sedimentX,esaaf,1491,0.001,1.0,0.7864702053649929
WaterPrePost_sedimentX,esaaf,1491,0.01,1.0,0.6153282493801929
WaterPrePost_sedimentX,esaaf,1491,0.1,1.0,0.35367847409251096
WaterPrePost_sedimentX,esaaf,1491,2.5889967637540453e-05,10.0,0.7637902737246614
WaterPrePost_sedimentX,esaaf,1491,1e-07,10.0,0.7201001281261483
WaterPrePost_sedimentX,esaaf,1491,1e-06,10.0,0.7201001281261483
WaterPrePost_sedimentX,esaaf,1491,1e-05,10.0,0.7423952086574223
WaterPrePost_sedimentX,esaaf,1491,0.0001,10.0,0.7869825287994782
WaterPrePost_sedimentX,esaaf,1491,0.001,10.0,0.7740169420725032
WaterPrePost_sedimentX,esaaf,1491,0.01,10.0,0.6113100334404665
WaterPrePost_sedimentX,esaaf,1491,0.1,10.0,0.35151238476580904
WaterPrePost_sedimentX,esaaf,1491,2.5889967637540453e-05,100.0,0.7741808969923398
WaterPrePost_sedimentX,esaaf,1491,1e-07,100.0,0.7201001281261483
WaterPrePost_sedimentX,esaaf,1491,1e-06,100.0,0.7435955088707359
WaterPrePost_sedimentX,esaaf,1491,1e-05,100.0,0.7878875989603901
WaterPrePost_sedimentX,esaaf,1491,0.0001,100.0,0.7657330255027694
WaterPrePost_sedimentX,esaaf,1491,0.001,100.0,0.7485863234564568
WaterPrePost_sedimentX,esaaf,1491,0.01,100.0,0.6113100334404665
WaterPrePost_sedimentX,esaaf,1491,0.1,100.0,0.35151238476580904
WaterPrePost_sedimentX,esaaf,1491,2.5889967637540453e-05,1000.0,0.7500591347760744
WaterPrePost_sedimentX,esaaf,1491,1e-07,1000.0,0.7441056562197106
WaterPrePost_sedimentX,esaaf,1491,1e-06,1000.0,0.7878341589295061
WaterPrePost_sedimentX,esaaf,1491,1e-05,1000.0,0.7643421099934363
WaterPrePost_sedimentX,esaaf,1491,0.0001,1000.0,0.7175103520128966
WaterPrePost_sedimentX,esaaf,1491,0.001,1000.0,0.7315976182121569
WaterPrePost_sedimentX,esaaf,1491,0.01,1000.0,0.6113100334404665
WaterPrePost_sedimentX,esaaf,1491,0.1,1000.0,0.35151238476580904
Water_trap,esaaf,466,5.1313628899835795e-05,0.001,0.5432197399043716
Water_trap,esaaf,466,1e-07,0.001,0.5380698795612203
Water_trap,esaaf,466,1e-06,0.001,0.5380698795612203
Water_trap,esaaf,466,1e-05,0.001,0.5400739506418273
Water_trap,esaaf,466,0.0001,0.001,0.5462825652753266
Water_trap,esaaf,466,0.001,0.001,0.5455547823319981
Water_trap,esaaf,466,0.01,0.001,0.5393575408193194
Water_trap,esaaf,466,0.1,0.001,0.2898342757787729
Water_trap,esaaf,466,5.1313628899835795e-05,0.01,0.5432197399043716
Water_trap,esaaf,466,1e-07,0.01,0.5380698795612203
Water_trap,esaaf,466,1e-06,0.01,0.5380698795612203
Water_trap,esaaf,466,1e-05,0.01,0.5400739506418273
Water_trap,esaaf,466,0.0001,0.01,0.5462825652753266
Water_trap,esaaf,466,0.001,0.01,0.5455547823319981
Water_trap,esaaf,466,0.01,0.01,0.5393575408193194
Water_trap,esaaf,466,0.1,0.01,0.28932564075120665
Water_trap,esaaf,466,5.1313628899835795e-05,0.1,0.5432197399043716
Water_trap,esaaf,466,1e-07,0.1,0.5380698795612203
Water_trap,esaaf,466,1e-06,0.1,0.5380698795612203
Water_trap,esaaf,466,1e-05,0.1,0.5400739506418273
Water_trap,esaaf,466,0.0001,0.1,0.5462825652753266
Water_trap,esaaf,466,0.001,0.1,0.5521093887849071
Water_trap,esaaf,466,0.01,0.1,0.5435895320282685
Water_trap,esaaf,466,0.1,0.1,0.28932564075120665
Water_trap,esaaf,466,5.1313628899835795e-05,1.0,0.5486861498763365
Water_trap,esaaf,466,1e-07,1.0,0.5380698795612203
Water_trap,esaaf,466,1e-06,1.0,0.5380698795612203
Water_trap,esaaf,466,1e-05,1.0,0.5427142920632146
Water_trap,esaaf,466,0.0001,1.0,0.5534781810581825
Water_trap,esaaf,466,0.001,1.0,0.5972340830907324
Water_trap,esaaf,466,0.01,1.0,0.5971593655677826
Water_trap,esaaf,466,0.1,1.0,0.30317510635995
Water_trap,esaaf,466,5.1313628899835795e-05,10.0,0.5808081701848232
Water_trap,esaaf,466,1e-07,10.0,0.5380698795612203
Water_trap,esaaf,466,1e-06,10.0,0.541774782608844
Water_trap,esaaf,466,1e-05,10.0,0.55649431657702
Water_trap,esaaf,466,0.0001,10.0,0.6089878649760414
Water_trap,esaaf,466,0.001,10.0,0.6299637355835298
Water_trap,esaaf,466,0.01,10.0,0.5729546232704771
Water_trap,esaaf,466,0.1,10.0,0.3097305880572546
Water_trap,esaaf,466,5.1313628899835795e-05,100.0,0.613812936821019
Water_trap,esaaf,466,1e-07,100.0,0.541774782608844
Water_trap,esaaf,466,1e-06,100.0,0.5556956139341407
Water_trap,esaaf,466,1e-05,100.0,0.6089803875031625
Water_trap,esaaf,466,0.0001,100.0,0.6226183781401684
Water_trap,esaaf,466,0.001,100.0,0.6310881409562766
Water_trap,esaaf,466,0.01,100.0,0.5729546232704771
Water_trap,esaaf,466,0.1,100.0,0.3097305880572546
Water_trap,esaaf,466,5.1313628899835795e-05,1000.0,0.621974869465106
Water_trap,esaaf,466,1e-07,1000.0,0.5547554469110404
Water_trap,esaaf,466,1e-06,1000.0,0.6089803875031625
Water_trap,esaaf,466,1e-05,1000.0,0.6250627143913355
Water_trap,esaaf,466,0.0001,1000.0,0.6255024117991996
Water_trap,esaaf,466,0.001,1000.0,0.6303809152156215
Water_trap,esaaf,466,0.01,1000.0,0.5729546232704771
Water_trap,esaaf,466,0.1,1000.0,0.3097305880572546
Water_trap_Uncertainty,esaaf,450,5.253480430785395e-05,0.001,0.6594056352742443
Water_trap_Uncertainty,esaaf,450,1e-07,0.001,0.6617101455032327
Water_trap_Uncertainty,esaaf,450,1e-06,0.001,0.6617101455032327
Water_trap_Uncertainty,esaaf,450,1e-05,0.001,0.6582175542661376
Water_trap_Uncertainty,esaaf,450,0.0001,0.001,0.6581343240062365
Water_trap_Uncertainty,esaaf,450,0.001,0.001,0.6309093652305263
Water_trap_Uncertainty,esaaf,450,0.01,0.001,0.4605493186372564
Water_trap_Uncertainty,esaaf,450,0.1,0.001,0.24739859252315938
Water_trap_Uncertainty,esaaf,450,5.253480430785395e-05,0.01,0.6711820862442435
Water_trap_Uncertainty,esaaf,450,1e-07,0.01,0.6617101455032327
Water_trap_Uncertainty,esaaf,450,1e-06,0.01,0.6617101455032327
Water_trap_Uncertainty,esaaf,450,1e-05,0.01,0.6573926394591537
Water_trap_Uncertainty,esaaf,450,0.0001,0.01,0.6768645553195414
Water_trap_Uncertainty,esaaf,450,0.001,0.01,0.6301527353059272
Water_trap_Uncertainty,esaaf,450,0.01,0.01,0.4605493186372564
Water_trap_Uncertainty,esaaf,450,0.1,0.01,0.24739859252315938
Water_trap_Uncertainty,esaaf,450,5.253480430785395e-05,0.1,0.6742816922421142
Water_trap_Uncertainty,esaaf,450,1e-07,0.1,0.6617101455032327
Water_trap_Uncertainty,esaaf,450,1e-06,0.1,0.6608854467958721
Water_trap_Uncertainty,esaaf,450,1e-05,0.1,0.6769726550030718
Water_trap_Uncertainty,esaaf,450,0.0001,0.1,0.6757356702546558
Water_trap_Uncertainty,esaaf,450,0.001,0.1,0.6728832049732718
Water_trap_Uncertainty,esaaf,450,0.01,0.1,0.5326967264562679
Water_trap_Uncertainty,esaaf,450,0.1,0.1,0.24739859252315938
Water_trap_Uncertainty,esaaf,450,5.253480430785395e-05,1.0,0.6893636745381513
Water_trap_Uncertainty,esaaf,450,1e-07,1.0,0.6608854467958721
Water_trap_Uncertainty,esaaf,450,1e-06,1.0,0.6788675854203042
Water_trap_Uncertainty,esaaf,450,1e-05,1.0,0.679521562160753
Water_trap_Uncertainty,esaaf,450,0.0001,1.0,0.6928939180526956
Water_trap_Uncertainty,esaaf,450,0.001,1.0,0.7345569534061134
Water_trap_Uncertainty,esaaf,450,0.01,1.0,0.7101537297605064
Water_trap_Uncertainty,esaaf,450,0.1,1.0,0.28369519850374464
Water_trap_Uncertainty,esaaf,450,5.253480430785395e-05,10.0,0.7247354184687553
Water_trap_Uncertainty,esaaf,450,1e-07,10.0,0.6801641983189092
Water_trap_Uncertainty,esaaf,450,1e-06,10.0,0.6814164925779854
Water_trap_Uncertainty,esaaf,450,1e-05,10.0,0.7008659606382804
Water_trap_Uncertainty,esaaf,450,0.0001,10.0,0.7421752128908363
Water_trap_Uncertainty,esaaf,450,0.001,10.0,0.7744892333168906
Water_trap_Uncertainty,esaaf,450,0.01,10.0,0.7073171277778033
Water_trap_Uncertainty,esaaf,450,0.1,10.0,0.2927830038794857
Water_trap_Uncertainty,esaaf,450,5.253480430785395e-05,100.0,0.7649230230209885
Water_trap_Uncertainty,esaaf,450,1e-07,100.0,0.6826592477723235
Water_trap_Uncertainty,esaaf,450,1e-06,100.0,0.7049626292652814
Water_trap_Uncertainty,esaaf,450,1e-05,100.0,0.7435333127988187
Water_trap_Uncertainty,esaaf,450,0.0001,100.0,0.7648922399146715
Water_trap_Uncertainty,esaaf,450,0.001,100.0,0.767024301390989
Water_trap_Uncertainty,esaaf,450,0.01,100.0,0.7073171277778033
Water_trap_Uncertainty,esaaf,450,0.1,100.0,0.2927830038794857
Water_trap_Uncertainty,esaaf,450,5.253480430785395e-05,1000.0,0.7539431078165606
Water_trap_Uncertainty,esaaf,450,1e-07,1000.0,0.7049626292652814
Water_trap_Uncertainty,esaaf,450,1e-06,1000.0,0.7448795251533884
Water_trap_Uncertainty,esaaf,450,1e-05,1000.0,0.765388546307275
Water_trap_Uncertainty,esaaf,450,0.0001,1000.0,0.7539431078165606
Water_trap_Uncertainty,esaaf,450,0.001,1000.0,0.767024301390989
Water_trap_Uncertainty,esaaf,450,0.01,1000.0,0.7073171277778033
Water_trap_Uncertainty,esaaf,450,0.1,1000.0,0.2927830038794857
BirdPopulation2,grids,1040,3.027275754548482e-05,0.001,0.5588503510323253
BirdPopulation2,grids,1040,1e-07,0.001,0.5591186701540612
BirdPopulation2,grids,1040,1e-06,0.001,0.5591186701540612
BirdPopulation2,grids,1040,1e-05,0.001,0.5585692665234052
BirdPopulation2,grids,1040,0.0001,0.001,0.5653737293370048
BirdPopulation2,grids,1040,0.001,0.001,0.5560425918193472
BirdPopulation2,grids,1040,0.01,0.001,0.44487822606765925
BirdPopulation2,grids,1040,0.1,0.001,0.002787955516477571
BirdPopulation2,grids,1040,3.027275754548482e-05,0.01,0.5580679476422605
BirdPopulation2,grids,1040,1e-07,0.01,0.5591186701540612
BirdPopulation2,grids,1040,1e-06,0.01,0.5591186701540612
BirdPopulation2,grids,1040,1e-05,0.01,0.5585692665234052
BirdPopulation2,grids,1040,0.0001,0.01,0.5653737293370048
BirdPopulation2,grids,1040,0.001,0.01,0.5545286570781455
BirdPopulation2,grids,1040,0.01,0.01,0.4383056420904249
BirdPopulation2,grids,1040,0.1,0.01,0.002787955516477571
BirdPopulation2,grids,1040,3.027275754548482e-05,0.1,0.5636395414264599
BirdPopulation2,grids,1040,1e-07,0.1,0.5591186701540612
BirdPopulation2,grids,1040,1e-06,0.1,0.5591186701540612
BirdPopulation2,grids,1040,1e-05,0.1,0.5624867668369993
BirdPopulation2,grids,1040,0.0001,0.1,0.5636937109711013
BirdPopulation2,grids,1040,0.001,0.1,0.5548526187896476
BirdPopulation2,grids,1040,0.01,0.1,0.4558476605334258
BirdPopulation2,grids,1040,0.1,0.1,0.002787955516477571
BirdPopulation2,grids,1040,3.027275754548482e-05,1.0,0.5621669741324897
BirdPopulation2,grids,1040,1e-07,1.0,0.5591186701540612
BirdPopulation2,grids,1040,1e-06,1.0,0.5628398535668131
BirdPopulation2,grids,1040,1e-05,1.0,0.5639664224740012
BirdPopulation2,grids,1040,0.0001,1.0,0.570824458030203
BirdPopulation2,grids,1040,0.001,1.0,0.6414120559583094
BirdPopulation2,grids,1040,0.01,1.0,0.4421773887268862
BirdPopulation2,grids,1040,0.1,1.0,0.002787955516477571
BirdPopulation2,grids,1040,3.027275754548482e-05,10.0,0.604162359502213
BirdPopulation2,grids,1040,1e-07,10.0,0.5628398535668131
BirdPopulation2,grids,1040,1e-06,10.0,0.5615697407745498
BirdPopulation2,grids,1040,1e-05,10.0,0.5648906270473162
BirdPopulation2,grids,1040,0.0001,10.0,0.6397410483431972
BirdPopulation2,grids,1040,0.001,10.0,0.6351903990609408
BirdPopulation2,grids,1040,0.01,10.0,0.4416436006839781
BirdPopulation2,grids,1040,0.1,10.0,0.002787955516477571
BirdPopulation2,grids,1040,3.027275754548482e-05,100.0,0.6287358927976173
BirdPopulation2,grids,1040,1e-07,100.0,0.56406911150732
BirdPopulation2,grids,1040,1e-06,100.0,0.5648906270473162
BirdPopulation2,grids,1040,1e-05,100.0,0.6382007349030179
BirdPopulation2,grids,1040,0.0001,100.0,0.6355444600206492
BirdPopulation2,grids,1040,0.001,100.0,0.63769015061648
BirdPopulation2,grids,1040,0.01,100.0,0.4416436006839781
BirdPopulation2,grids,1040,0.1,100.0,0.002787955516477571
BirdPopulation2,grids,1040,3.027275754548482e-05,1000.0,0.6163608325162808
BirdPopulation2,grids,1040,1e-07,1000.0,0.5648906270473162
BirdPopulation2,grids,1040,1e-06,1000.0,0.6382007349030179
BirdPopulation2,grids,1040,1e-05,1000.0,0.6210250565660287
BirdPopulation2,grids,1040,0.0001,1000.0,0.6265687548612129
BirdPopulation2,grids,1040,0.001,1000.0,0.63769015061648
BirdPopulation2,grids,1040,0.01,1000.0,0.4416436006839781
BirdPopulation2,grids,1040,0.1,1000.0,0.002787955516477571
Bowl,grids,991,3.514444366345681e-05,0.001,0.5498953372846628
Bowl,grids,991,1e-07,0.001,0.5499691177808986
Bowl,grids,991,1e-06,0.001,0.5499691177808986
Bowl,grids,991,1e-05,0.001,0.5507918596166836
Bowl,grids,991,0.0001,0.001,0.5458147354052456
Bowl,grids,991,0.001,0.001,0.5403681210358966
Bowl,grids,991,0.01,0.001,0.5137180847086189
Bowl,grids,991,0.1,0.001,0.15458743577986436
Bowl,grids,991,3.514444366345681e-05,0.01,0.5498953372846628
Bowl,grids,991,1e-07,0.01,0.5499691177808986
Bowl,grids,991,1e-06,0.01,0.5499691177808986
Bowl,grids,991,1e-05,0.01,0.5507918596166836
Bowl,grids,991,0.0001,0.01,0.5458147354052456
Bowl,grids,991,0.001,0.01,0.542537463737712
Bowl,grids,991,0.01,0.01,0.5102730027276833
Bowl,grids,991,0.1,0.01,0.15710512483622252
Bowl,grids,991,3.514444366345681e-05,0.1,0.5522013307704682
Bowl,grids,991,1e-07,0.1,0.5499691177808986
Bowl,grids,991,1e-06,0.1,0.5499691177808986
Bowl,grids,991,1e-05,0.1,0.5507918596166836
Bowl,grids,991,0.0001,0.1,0.5478583360234717
Bowl,grids,991,0.001,0.1,0.567400353818465
Bowl,grids,991,0.01,0.1,0.4555285646673495
Bowl,grids,991,0.1,0.1,0.15710512483622252
Bowl,grids,991,3.514444366345681e-05,1.0,0.5606279678399348
Bowl,grids,991,1e-07,1.0,0.5499691177808986
Bowl,grids,991,1e-06,1.0,0.5499691177808986
Bowl,grids,991,1e-05,1.0,0.5507250928125219
Bowl,grids,991,0.0001,1.0,0.5652728297908558
Bowl,grids,991,0.001,1.0,0.6023270265775008
Bowl,grids,991,0.01,1.0,0.4484071432837327
